feature,mean_abs_shap,reservoir
inflow,1.144714,ResOpsUS_531
inflow_lag1,1.694582,ResOpsUS_531
inflow_lag2,0.10132204,ResOpsUS_531
inflow_lag3,0.027572045,ResOpsUS_531
storage_lag1,0.1096301,ResOpsUS_531
storage_lag2,0.08079446,ResOpsUS_531
doy_sin,0.050168186,ResOpsUS_531
doy_cos,0.09194608,ResOpsUS_531
storage_trend,1.1209787,ResOpsUS_531
throughput_ratio,0.120212816,ResOpsUS_531
storage_norm,0.05208986,ResOpsUS_531
storage_deficit,0.053741813,ResOpsUS_531
inflow_norm,0.381329,ResOpsUS_531
inflow_ma7,0.08455621,ResOpsUS_531
inflow_ma30,0.054966163,ResOpsUS_531
inflow_anom7,0.044764455,ResOpsUS_531
inflow,0.117808916,ResOpsUS_374
inflow_lag1,0.91304505,ResOpsUS_374
inflow_lag2,0.14799361,ResOpsUS_374
inflow_lag3,0.0896336,ResOpsUS_374
storage_lag1,0.48557258,ResOpsUS_374
storage_lag2,0.6513835,ResOpsUS_374
doy_sin,0.50604784,ResOpsUS_374
doy_cos,0.4963967,ResOpsUS_374
storage_trend,1.9988564,ResOpsUS_374
throughput_ratio,0.7797751,ResOpsUS_374
storage_norm,0.12076777,ResOpsUS_374
storage_deficit,1.7806475,ResOpsUS_374
inflow_norm,0.04590471,ResOpsUS_374
inflow_ma7,0.6133027,ResOpsUS_374
inflow_ma30,1.0495713,ResOpsUS_374
inflow_anom7,0.09235645,ResOpsUS_374
inflow,0.26760837,ResOpsUS_1151
inflow_lag1,2.997436,ResOpsUS_1151
inflow_lag2,0.23559834,ResOpsUS_1151
inflow_lag3,0.17113245,ResOpsUS_1151
storage_lag1,0.52564067,ResOpsUS_1151
storage_lag2,3.9024541,ResOpsUS_1151
doy_sin,0.38989186,ResOpsUS_1151
doy_cos,0.40649277,ResOpsUS_1151
storage_trend,10.772738,ResOpsUS_1151
throughput_ratio,0.14208083,ResOpsUS_1151
storage_norm,0.53280514,ResOpsUS_1151
storage_deficit,0.7702861,ResOpsUS_1151
inflow_norm,0.06578023,ResOpsUS_1151
inflow_ma7,0.2622943,ResOpsUS_1151
inflow_ma30,0.6712522,ResOpsUS_1151
inflow_anom7,0.12648009,ResOpsUS_1151
inflow,0.12080054,ResOpsUS_469
inflow_lag1,0.22995336,ResOpsUS_469
inflow_lag2,0.018652275,ResOpsUS_469
inflow_lag3,0.00651989,ResOpsUS_469
storage_lag1,0.01128199,ResOpsUS_469
storage_lag2,0.021892648,ResOpsUS_469
doy_sin,0.013230743,ResOpsUS_469
doy_cos,0.31012288,ResOpsUS_469
storage_trend,0.3884482,ResOpsUS_469
throughput_ratio,0.011680494,ResOpsUS_469
storage_norm,0.005302136,ResOpsUS_469
storage_deficit,0.020219998,ResOpsUS_469
inflow_norm,0.02619238,ResOpsUS_469
inflow_ma7,0.055537906,ResOpsUS_469
inflow_ma30,0.09595975,ResOpsUS_469
inflow_anom7,0.011629106,ResOpsUS_469
inflow,1.0612541,ResOpsUS_1691
inflow_lag1,3.6278167,ResOpsUS_1691
inflow_lag2,0.8361495,ResOpsUS_1691
inflow_lag3,0.07003749,ResOpsUS_1691
storage_lag1,0.33956397,ResOpsUS_1691
storage_lag2,0.06641749,ResOpsUS_1691
doy_sin,0.2988397,ResOpsUS_1691
doy_cos,0.7737016,ResOpsUS_1691
storage_trend,0.65269655,ResOpsUS_1691
throughput_ratio,0.22995377,ResOpsUS_1691
storage_norm,0.10736221,ResOpsUS_1691
storage_deficit,0.7841813,ResOpsUS_1691
inflow_norm,0.17978583,ResOpsUS_1691
inflow_ma7,0.29735464,ResOpsUS_1691
inflow_ma30,0.16011377,ResOpsUS_1691
inflow_anom7,0.089412086,ResOpsUS_1691
inflow,3.9654863,ResOpsUS_987
inflow_lag1,10.294587,ResOpsUS_987
inflow_lag2,0.80049306,ResOpsUS_987
inflow_lag3,0.59121335,ResOpsUS_987
storage_lag1,0.46436447,ResOpsUS_987
storage_lag2,0.44845235,ResOpsUS_987
doy_sin,0.3860429,ResOpsUS_987
doy_cos,1.3958839,ResOpsUS_987
storage_trend,4.9421387,ResOpsUS_987
throughput_ratio,0.22103839,ResOpsUS_987
storage_norm,0.14539085,ResOpsUS_987
storage_deficit,0.4650084,ResOpsUS_987
inflow_norm,0.6792933,ResOpsUS_987
inflow_ma7,0.5621979,ResOpsUS_987
inflow_ma30,0.35066444,ResOpsUS_987
inflow_anom7,0.24707308,ResOpsUS_987
inflow,0.27042675,ResOpsUS_364
inflow_lag1,4.0050974,ResOpsUS_364
inflow_lag2,0.12437359,ResOpsUS_364
inflow_lag3,0.16750512,ResOpsUS_364
storage_lag1,0.085422866,ResOpsUS_364
storage_lag2,0.13154964,ResOpsUS_364
doy_sin,0.18529491,ResOpsUS_364
doy_cos,0.25840443,ResOpsUS_364
storage_trend,3.78547,ResOpsUS_364
throughput_ratio,0.10575024,ResOpsUS_364
storage_norm,0.04206808,ResOpsUS_364
storage_deficit,0.10878513,ResOpsUS_364
inflow_norm,0.03284899,ResOpsUS_364
inflow_ma7,1.7040496,ResOpsUS_364
inflow_ma30,0.20568584,ResOpsUS_364
inflow_anom7,0.083726324,ResOpsUS_364
inflow,0.9772217,ResOpsUS_1712
inflow_lag1,2.2285044,ResOpsUS_1712
inflow_lag2,0.41992217,ResOpsUS_1712
inflow_lag3,0.08526528,ResOpsUS_1712
storage_lag1,0.22030497,ResOpsUS_1712
storage_lag2,0.15953091,ResOpsUS_1712
doy_sin,0.16209598,ResOpsUS_1712
doy_cos,0.4219995,ResOpsUS_1712
storage_trend,0.33703136,ResOpsUS_1712
throughput_ratio,0.23729622,ResOpsUS_1712
storage_norm,0.06963774,ResOpsUS_1712
storage_deficit,0.7117149,ResOpsUS_1712
inflow_norm,0.21390781,ResOpsUS_1712
inflow_ma7,0.15361229,ResOpsUS_1712
inflow_ma30,0.17283584,ResOpsUS_1712
inflow_anom7,0.09043537,ResOpsUS_1712
inflow,10.250056,ResOpsUS_1733
inflow_lag1,7.066376,ResOpsUS_1733
inflow_lag2,0.44802362,ResOpsUS_1733
inflow_lag3,0.25625044,ResOpsUS_1733
storage_lag1,0.9320783,ResOpsUS_1733
storage_lag2,0.61537105,ResOpsUS_1733
doy_sin,0.45619103,ResOpsUS_1733
doy_cos,0.90228707,ResOpsUS_1733
storage_trend,0.68948334,ResOpsUS_1733
throughput_ratio,0.3598254,ResOpsUS_1733
storage_norm,0.12671474,ResOpsUS_1733
storage_deficit,1.6696765,ResOpsUS_1733
inflow_norm,2.2240987,ResOpsUS_1733
inflow_ma7,0.27724993,ResOpsUS_1733
inflow_ma30,0.16062763,ResOpsUS_1733
inflow_anom7,0.2269998,ResOpsUS_1733
inflow,0.026412753,ResOpsUS_868
inflow_lag1,0.871212,ResOpsUS_868
inflow_lag2,0.0374543,ResOpsUS_868
inflow_lag3,0.025149742,ResOpsUS_868
storage_lag1,0.03502061,ResOpsUS_868
storage_lag2,0.07373498,ResOpsUS_868
doy_sin,0.26601818,ResOpsUS_868
doy_cos,0.9861577,ResOpsUS_868
storage_trend,3.9392176,ResOpsUS_868
throughput_ratio,0.04443111,ResOpsUS_868
storage_norm,0.016959893,ResOpsUS_868
storage_deficit,0.059515703,ResOpsUS_868
inflow_norm,0.0061877854,ResOpsUS_868
inflow_ma7,0.07084818,ResOpsUS_868
inflow_ma30,0.051230323,ResOpsUS_868
inflow_anom7,0.02238904,ResOpsUS_868
inflow,0.03202487,ResOpsUS_450
inflow_lag1,0.27411175,ResOpsUS_450
inflow_lag2,0.012268458,ResOpsUS_450
inflow_lag3,0.00845084,ResOpsUS_450
storage_lag1,0.02177183,ResOpsUS_450
storage_lag2,0.026423372,ResOpsUS_450
doy_sin,0.06509476,ResOpsUS_450
doy_cos,0.36849055,ResOpsUS_450
storage_trend,0.7417879,ResOpsUS_450
throughput_ratio,0.01501511,ResOpsUS_450
storage_norm,0.010031043,ResOpsUS_450
storage_deficit,0.03518088,ResOpsUS_450
inflow_norm,0.005815228,ResOpsUS_450
inflow_ma7,0.09048755,ResOpsUS_450
inflow_ma30,0.12385296,ResOpsUS_450
inflow_anom7,0.009874282,ResOpsUS_450
inflow,1.959256,ResOpsUS_1742
inflow_lag1,2.958862,ResOpsUS_1742
inflow_lag2,0.23073372,ResOpsUS_1742
inflow_lag3,0.13208671,ResOpsUS_1742
storage_lag1,0.38251963,ResOpsUS_1742
storage_lag2,0.28152236,ResOpsUS_1742
doy_sin,0.5120789,ResOpsUS_1742
doy_cos,0.7344548,ResOpsUS_1742
storage_trend,0.7261065,ResOpsUS_1742
throughput_ratio,0.28367755,ResOpsUS_1742
storage_norm,0.121247575,ResOpsUS_1742
storage_deficit,0.6033646,ResOpsUS_1742
inflow_norm,0.3662937,ResOpsUS_1742
inflow_ma7,0.29001153,ResOpsUS_1742
inflow_ma30,0.13004589,ResOpsUS_1742
inflow_anom7,0.130172,ResOpsUS_1742
inflow,1.9665318,ResOpsUS_1726
inflow_lag1,2.673953,ResOpsUS_1726
inflow_lag2,0.28111374,ResOpsUS_1726
inflow_lag3,0.11983949,ResOpsUS_1726
storage_lag1,0.26829433,ResOpsUS_1726
storage_lag2,0.16566259,ResOpsUS_1726
doy_sin,0.21831997,ResOpsUS_1726
doy_cos,0.47539714,ResOpsUS_1726
storage_trend,0.3533818,ResOpsUS_1726
throughput_ratio,0.18508385,ResOpsUS_1726
storage_norm,0.095108874,ResOpsUS_1726
storage_deficit,0.7051048,ResOpsUS_1726
inflow_norm,0.34360573,ResOpsUS_1726
inflow_ma7,0.18343031,ResOpsUS_1726
inflow_ma30,0.14572263,ResOpsUS_1726
inflow_anom7,0.13149966,ResOpsUS_1726
inflow,0.13970692,ResOpsUS_1619
inflow_lag1,0.33610904,ResOpsUS_1619
inflow_lag2,0.21685418,ResOpsUS_1619
inflow_lag3,0.095665954,ResOpsUS_1619
storage_lag1,0.21641178,ResOpsUS_1619
storage_lag2,0.14714395,ResOpsUS_1619
doy_sin,0.11894298,ResOpsUS_1619
doy_cos,0.40088004,ResOpsUS_1619
storage_trend,0.4932714,ResOpsUS_1619
throughput_ratio,0.14647172,ResOpsUS_1619
storage_norm,0.13324064,ResOpsUS_1619
storage_deficit,0.3469635,ResOpsUS_1619
inflow_norm,0.054264974,ResOpsUS_1619
inflow_ma7,0.51709193,ResOpsUS_1619
inflow_ma30,0.06702394,ResOpsUS_1619
inflow_anom7,0.08124997,ResOpsUS_1619
inflow,0.18682206,ResOpsUS_1650
inflow_lag1,0.2373104,ResOpsUS_1650
inflow_lag2,0.06691446,ResOpsUS_1650
inflow_lag3,0.023943786,ResOpsUS_1650
storage_lag1,0.5634625,ResOpsUS_1650
storage_lag2,0.1419376,ResOpsUS_1650
doy_sin,0.05341956,ResOpsUS_1650
doy_cos,0.02434989,ResOpsUS_1650
storage_trend,0.097035885,ResOpsUS_1650
throughput_ratio,0.05120809,ResOpsUS_1650
storage_norm,0.27634308,ResOpsUS_1650
storage_deficit,0.02501635,ResOpsUS_1650
inflow_norm,0.03105129,ResOpsUS_1650
inflow_ma7,0.059177708,ResOpsUS_1650
inflow_ma30,0.04045016,ResOpsUS_1650
inflow_anom7,0.041204482,ResOpsUS_1650
inflow,11.885736,ResOpsUS_1631
inflow_lag1,1.4240658,ResOpsUS_1631
inflow_lag2,0.7183336,ResOpsUS_1631
inflow_lag3,0.54327357,ResOpsUS_1631
storage_lag1,2.9111767,ResOpsUS_1631
storage_lag2,0.8042399,ResOpsUS_1631
doy_sin,0.7887838,ResOpsUS_1631
doy_cos,1.8286862,ResOpsUS_1631
storage_trend,0.9104296,ResOpsUS_1631
throughput_ratio,1.063487,ResOpsUS_1631
storage_norm,1.3222495,ResOpsUS_1631
storage_deficit,0.8706099,ResOpsUS_1631
inflow_norm,2.8678863,ResOpsUS_1631
inflow_ma7,0.3951379,ResOpsUS_1631
inflow_ma30,0.43179896,ResOpsUS_1631
inflow_anom7,0.82856154,ResOpsUS_1631
inflow,20.899689,ResOpsUS_1595
inflow_lag1,8.907503,ResOpsUS_1595
inflow_lag2,1.1970367,ResOpsUS_1595
inflow_lag3,0.6286554,ResOpsUS_1595
storage_lag1,2.3151283,ResOpsUS_1595
storage_lag2,0.80762637,ResOpsUS_1595
doy_sin,0.20387594,ResOpsUS_1595
doy_cos,0.36097842,ResOpsUS_1595
storage_trend,0.47185296,ResOpsUS_1595
throughput_ratio,0.77845484,ResOpsUS_1595
storage_norm,1.2019672,ResOpsUS_1595
storage_deficit,0.20015363,ResOpsUS_1595
inflow_norm,4.413592,ResOpsUS_1595
inflow_ma7,0.50740623,ResOpsUS_1595
inflow_ma30,0.20469628,ResOpsUS_1595
inflow_anom7,0.22979642,ResOpsUS_1595
inflow,0.26739493,ResOpsUS_1617
inflow_lag1,0.55045515,ResOpsUS_1617
inflow_lag2,0.33630782,ResOpsUS_1617
inflow_lag3,0.04297269,ResOpsUS_1617
storage_lag1,0.15383632,ResOpsUS_1617
storage_lag2,0.10783637,ResOpsUS_1617
doy_sin,0.17365064,ResOpsUS_1617
doy_cos,0.34248638,ResOpsUS_1617
storage_trend,0.7824497,ResOpsUS_1617
throughput_ratio,0.121829405,ResOpsUS_1617
storage_norm,0.07254802,ResOpsUS_1617
storage_deficit,0.1540019,ResOpsUS_1617
inflow_norm,0.07646338,ResOpsUS_1617
inflow_ma7,0.18336925,ResOpsUS_1617
inflow_ma30,0.04218874,ResOpsUS_1617
inflow_anom7,0.05511639,ResOpsUS_1617
inflow,0.2584833,ResOpsUS_1636
inflow_lag1,0.46537763,ResOpsUS_1636
inflow_lag2,0.64115506,ResOpsUS_1636
inflow_lag3,0.16875654,ResOpsUS_1636
storage_lag1,0.4192439,ResOpsUS_1636
storage_lag2,0.3049255,ResOpsUS_1636
doy_sin,0.2245285,ResOpsUS_1636
doy_cos,0.675894,ResOpsUS_1636
storage_trend,1.2654593,ResOpsUS_1636
throughput_ratio,0.13491407,ResOpsUS_1636
storage_norm,0.17951488,ResOpsUS_1636
storage_deficit,0.56008136,ResOpsUS_1636
inflow_norm,0.059720248,ResOpsUS_1636
inflow_ma7,0.59465414,ResOpsUS_1636
inflow_ma30,0.20894007,ResOpsUS_1636
inflow_anom7,0.115015864,ResOpsUS_1636
inflow,0.23513737,ResOpsUS_1620
inflow_lag1,0.28172672,ResOpsUS_1620
inflow_lag2,0.40712062,ResOpsUS_1620
inflow_lag3,0.108790584,ResOpsUS_1620
storage_lag1,0.42356092,ResOpsUS_1620
storage_lag2,0.21451172,ResOpsUS_1620
doy_sin,0.08053351,ResOpsUS_1620
doy_cos,0.48137054,ResOpsUS_1620
storage_trend,0.7677692,ResOpsUS_1620
throughput_ratio,0.107285365,ResOpsUS_1620
storage_norm,0.22153999,ResOpsUS_1620
storage_deficit,0.6716427,ResOpsUS_1620
inflow_norm,0.045495618,ResOpsUS_1620
inflow_ma7,0.21701668,ResOpsUS_1620
inflow_ma30,0.11467641,ResOpsUS_1620
inflow_anom7,0.048784655,ResOpsUS_1620
inflow,2.1996574,ResOpsUS_1706
inflow_lag1,3.9751363,ResOpsUS_1706
inflow_lag2,0.24440104,ResOpsUS_1706
inflow_lag3,0.108628556,ResOpsUS_1706
storage_lag1,0.9861491,ResOpsUS_1706
storage_lag2,0.22827534,ResOpsUS_1706
doy_sin,0.05892243,ResOpsUS_1706
doy_cos,0.04140438,ResOpsUS_1706
storage_trend,0.11001481,ResOpsUS_1706
throughput_ratio,0.27591527,ResOpsUS_1706
storage_norm,0.57838094,ResOpsUS_1706
storage_deficit,0.024737086,ResOpsUS_1706
inflow_norm,0.4279866,ResOpsUS_1706
inflow_ma7,0.41695648,ResOpsUS_1706
inflow_ma30,0.1001939,ResOpsUS_1706
inflow_anom7,0.047377486,ResOpsUS_1706
inflow,0.5894521,ResOpsUS_1600
inflow_lag1,2.1637335,ResOpsUS_1600
inflow_lag2,1.0447105,ResOpsUS_1600
inflow_lag3,0.10613871,ResOpsUS_1600
storage_lag1,0.3442242,ResOpsUS_1600
storage_lag2,0.18915746,ResOpsUS_1600
doy_sin,0.08728233,ResOpsUS_1600
doy_cos,0.22846973,ResOpsUS_1600
storage_trend,0.52072114,ResOpsUS_1600
throughput_ratio,0.09113133,ResOpsUS_1600
storage_norm,0.17320424,ResOpsUS_1600
storage_deficit,0.4469132,ResOpsUS_1600
inflow_norm,0.10406521,ResOpsUS_1600
inflow_ma7,0.6409627,ResOpsUS_1600
inflow_ma30,0.06751194,ResOpsUS_1600
inflow_anom7,0.074936196,ResOpsUS_1600
inflow,1.6122187,ResOpsUS_1723
inflow_lag1,1.142164,ResOpsUS_1723
inflow_lag2,0.13673173,ResOpsUS_1723
inflow_lag3,0.08464425,ResOpsUS_1723
storage_lag1,0.8735989,ResOpsUS_1723
storage_lag2,0.09931558,ResOpsUS_1723
doy_sin,0.074871235,ResOpsUS_1723
doy_cos,0.30132762,ResOpsUS_1723
storage_trend,0.15955473,ResOpsUS_1723
throughput_ratio,0.14940913,ResOpsUS_1723
storage_norm,0.47489873,ResOpsUS_1723
storage_deficit,0.13223705,ResOpsUS_1723
inflow_norm,0.3769572,ResOpsUS_1723
inflow_ma7,0.23225342,ResOpsUS_1723
inflow_ma30,0.10263229,ResOpsUS_1723
inflow_anom7,0.09709558,ResOpsUS_1723
inflow,0.979884,ResOpsUS_42
inflow_lag1,1.3264155,ResOpsUS_42
inflow_lag2,1.2536678,ResOpsUS_42
inflow_lag3,1.0549264,ResOpsUS_42
storage_lag1,0.89328736,ResOpsUS_42
storage_lag2,1.0158,ResOpsUS_42
doy_sin,9.831934,ResOpsUS_42
doy_cos,17.012205,ResOpsUS_42
storage_trend,0.8879127,ResOpsUS_42
throughput_ratio,1.7075824,ResOpsUS_42
storage_norm,0.3435163,ResOpsUS_42
storage_deficit,1.1368933,ResOpsUS_42
inflow_norm,0.2853977,ResOpsUS_42
inflow_ma7,3.0101898,ResOpsUS_42
inflow_ma30,12.54838,ResOpsUS_42
inflow_anom7,1.2448344,ResOpsUS_42
inflow,1.2658015,ResOpsUS_41
inflow_lag1,12.661369,ResOpsUS_41
inflow_lag2,4.9303856,ResOpsUS_41
inflow_lag3,1.4080642,ResOpsUS_41
storage_lag1,1.5140098,ResOpsUS_41
storage_lag2,1.4411829,ResOpsUS_41
doy_sin,2.3801537,ResOpsUS_41
doy_cos,8.427864,ResOpsUS_41
storage_trend,28.749321,ResOpsUS_41
throughput_ratio,1.0367842,ResOpsUS_41
storage_norm,0.7127092,ResOpsUS_41
storage_deficit,1.3852952,ResOpsUS_41
inflow_norm,0.393247,ResOpsUS_41
inflow_ma7,2.1425753,ResOpsUS_41
inflow_ma30,4.999479,ResOpsUS_41
inflow_anom7,1.8338193,ResOpsUS_41
inflow,11.493364,ResOpsUS_182
inflow_lag1,32.730015,ResOpsUS_182
inflow_lag2,3.173941,ResOpsUS_182
inflow_lag3,1.3615128,ResOpsUS_182
storage_lag1,1.61129,ResOpsUS_182
storage_lag2,3.9298625,ResOpsUS_182
doy_sin,3.6991289,ResOpsUS_182
doy_cos,3.571097,ResOpsUS_182
storage_trend,38.708145,ResOpsUS_182
throughput_ratio,2.1318305,ResOpsUS_182
storage_norm,0.63273996,ResOpsUS_182
storage_deficit,9.02525,ResOpsUS_182
inflow_norm,2.6916554,ResOpsUS_182
inflow_ma7,31.194792,ResOpsUS_182
inflow_ma30,13.183894,ResOpsUS_182
inflow_anom7,2.018772,ResOpsUS_182
inflow,0.071790196,ResOpsUS_530
inflow_lag1,0.18528016,ResOpsUS_530
inflow_lag2,0.159357,ResOpsUS_530
inflow_lag3,0.05186333,ResOpsUS_530
storage_lag1,0.14231277,ResOpsUS_530
storage_lag2,0.15600832,ResOpsUS_530
doy_sin,0.26388857,ResOpsUS_530
doy_cos,0.22915806,ResOpsUS_530
storage_trend,0.4021764,ResOpsUS_530
throughput_ratio,0.07324185,ResOpsUS_530
storage_norm,0.0694898,ResOpsUS_530
storage_deficit,0.10822115,ResOpsUS_530
inflow_norm,0.028179392,ResOpsUS_530
inflow_ma7,0.093287095,ResOpsUS_530
inflow_ma30,0.5938241,ResOpsUS_530
inflow_anom7,0.056038048,ResOpsUS_530
inflow,4.360288,ResOpsUS_132
inflow_lag1,34.918304,ResOpsUS_132
inflow_lag2,4.5601087,ResOpsUS_132
inflow_lag3,1.2800865,ResOpsUS_132
storage_lag1,5.0967145,ResOpsUS_132
storage_lag2,12.680652,ResOpsUS_132
doy_sin,2.6943092,ResOpsUS_132
doy_cos,14.080784,ResOpsUS_132
storage_trend,74.68392,ResOpsUS_132
throughput_ratio,2.4001021,ResOpsUS_132
storage_norm,2.239281,ResOpsUS_132
storage_deficit,8.084386,ResOpsUS_132
inflow_norm,0.78681844,ResOpsUS_132
inflow_ma7,40.224667,ResOpsUS_132
inflow_ma30,11.283865,ResOpsUS_132
inflow_anom7,2.5055153,ResOpsUS_132
inflow,0.14520244,ResOpsUS_419
inflow_lag1,0.5990833,ResOpsUS_419
inflow_lag2,0.0352521,ResOpsUS_419
inflow_lag3,0.017598849,ResOpsUS_419
storage_lag1,0.028756032,ResOpsUS_419
storage_lag2,0.08394776,ResOpsUS_419
doy_sin,0.17535064,ResOpsUS_419
doy_cos,1.1007723,ResOpsUS_419
storage_trend,1.0734161,ResOpsUS_419
throughput_ratio,0.03753956,ResOpsUS_419
storage_norm,0.01046102,ResOpsUS_419
storage_deficit,0.044149153,ResOpsUS_419
inflow_norm,0.032891575,ResOpsUS_419
inflow_ma7,0.13330722,ResOpsUS_419
inflow_ma30,0.29477096,ResOpsUS_419
inflow_anom7,0.021542812,ResOpsUS_419
inflow,0.024404254,ResOpsUS_493
inflow_lag1,0.18023023,ResOpsUS_493
inflow_lag2,0.015126078,ResOpsUS_493
inflow_lag3,0.013270102,ResOpsUS_493
storage_lag1,0.047226157,ResOpsUS_493
storage_lag2,0.06679805,ResOpsUS_493
doy_sin,0.07278214,ResOpsUS_493
doy_cos,0.1320537,ResOpsUS_493
storage_trend,0.2642714,ResOpsUS_493
throughput_ratio,0.014272028,ResOpsUS_493
storage_norm,0.024193946,ResOpsUS_493
storage_deficit,0.21852511,ResOpsUS_493
inflow_norm,0.0021095367,ResOpsUS_493
inflow_ma7,0.0523279,ResOpsUS_493
inflow_ma30,0.039801493,ResOpsUS_493
inflow_anom7,0.009639395,ResOpsUS_493
inflow,0.38162947,ResOpsUS_470
inflow_lag1,0.5923882,ResOpsUS_470
inflow_lag2,0.22572833,ResOpsUS_470
inflow_lag3,0.06752901,ResOpsUS_470
storage_lag1,0.13670816,ResOpsUS_470
storage_lag2,0.061492123,ResOpsUS_470
doy_sin,0.18495362,ResOpsUS_470
doy_cos,0.053106762,ResOpsUS_470
storage_trend,0.38552567,ResOpsUS_470
throughput_ratio,0.13394387,ResOpsUS_470
storage_norm,0.08344128,ResOpsUS_470
storage_deficit,0.1836018,ResOpsUS_470
inflow_norm,0.06350793,ResOpsUS_470
inflow_ma7,0.24544533,ResOpsUS_470
inflow_ma30,0.48930436,ResOpsUS_470
inflow_anom7,0.054296274,ResOpsUS_470
inflow,0.0742964,ResOpsUS_442
inflow_lag1,0.15498511,ResOpsUS_442
inflow_lag2,0.027045323,ResOpsUS_442
inflow_lag3,0.022936752,ResOpsUS_442
storage_lag1,0.011491075,ResOpsUS_442
storage_lag2,0.014437111,ResOpsUS_442
doy_sin,0.024754746,ResOpsUS_442
doy_cos,0.045728315,ResOpsUS_442
storage_trend,0.38343865,ResOpsUS_442
throughput_ratio,0.009933466,ResOpsUS_442
storage_norm,0.0024131958,ResOpsUS_442
storage_deficit,0.013397224,ResOpsUS_442
inflow_norm,0.02370671,ResOpsUS_442
inflow_ma7,0.06227468,ResOpsUS_442
inflow_ma30,0.031976115,ResOpsUS_442
inflow_anom7,0.004073923,ResOpsUS_442
inflow,7.8228526,ResOpsUS_1872
inflow_lag1,5.4794946,ResOpsUS_1872
inflow_lag2,16.325478,ResOpsUS_1872
inflow_lag3,4.4293823,ResOpsUS_1872
storage_lag1,2.41123,ResOpsUS_1872
storage_lag2,13.027329,ResOpsUS_1872
doy_sin,4.5109677,ResOpsUS_1872
doy_cos,4.2841015,ResOpsUS_1872
storage_trend,21.854797,ResOpsUS_1872
throughput_ratio,2.3609533,ResOpsUS_1872
storage_norm,0.913826,ResOpsUS_1872
storage_deficit,20.72922,ResOpsUS_1872
inflow_norm,2.1935682,ResOpsUS_1872
inflow_ma7,25.39684,ResOpsUS_1872
inflow_ma30,46.58469,ResOpsUS_1872
inflow_anom7,3.353319,ResOpsUS_1872
inflow,0.13000636,ResOpsUS_448
inflow_lag1,0.35475877,ResOpsUS_448
inflow_lag2,0.012944568,ResOpsUS_448
inflow_lag3,0.027922725,ResOpsUS_448
storage_lag1,0.036240775,ResOpsUS_448
storage_lag2,0.032627493,ResOpsUS_448
doy_sin,0.05529921,ResOpsUS_448
doy_cos,0.05577657,ResOpsUS_448
storage_trend,0.49032885,ResOpsUS_448
throughput_ratio,0.05206241,ResOpsUS_448
storage_norm,0.014046787,ResOpsUS_448
storage_deficit,0.007738095,ResOpsUS_448
inflow_norm,0.02612827,ResOpsUS_448
inflow_ma7,0.16920106,ResOpsUS_448
inflow_ma30,0.5638479,ResOpsUS_448
inflow_anom7,0.015879543,ResOpsUS_448
inflow,0.2558356,ResOpsUS_777
inflow_lag1,0.2554521,ResOpsUS_777
inflow_lag2,0.08477169,ResOpsUS_777
inflow_lag3,0.09950699,ResOpsUS_777
storage_lag1,0.12816392,ResOpsUS_777
storage_lag2,0.15329428,ResOpsUS_777
doy_sin,0.31727672,ResOpsUS_777
doy_cos,0.05530939,ResOpsUS_777
storage_trend,0.9145318,ResOpsUS_777
throughput_ratio,0.10057688,ResOpsUS_777
storage_norm,0.055990934,ResOpsUS_777
storage_deficit,0.18433774,ResOpsUS_777
inflow_norm,0.12769161,ResOpsUS_777
inflow_ma7,0.37107742,ResOpsUS_777
inflow_ma30,0.48720148,ResOpsUS_777
inflow_anom7,0.022471957,ResOpsUS_777
inflow,0.32796463,ResOpsUS_508
inflow_lag1,0.2912865,ResOpsUS_508
inflow_lag2,0.13584958,ResOpsUS_508
inflow_lag3,0.015293028,ResOpsUS_508
storage_lag1,0.025164248,ResOpsUS_508
storage_lag2,0.027788734,ResOpsUS_508
doy_sin,0.06265834,ResOpsUS_508
doy_cos,0.085762165,ResOpsUS_508
storage_trend,0.4285946,ResOpsUS_508
throughput_ratio,0.020289129,ResOpsUS_508
storage_norm,0.012259325,ResOpsUS_508
storage_deficit,0.035065148,ResOpsUS_508
inflow_norm,0.06356168,ResOpsUS_508
inflow_ma7,0.031320784,ResOpsUS_508
inflow_ma30,0.038682774,ResOpsUS_508
inflow_anom7,0.028186124,ResOpsUS_508
inflow,0.038761247,ResOpsUS_368
inflow_lag1,0.61799496,ResOpsUS_368
inflow_lag2,0.0222629,ResOpsUS_368
inflow_lag3,0.021758309,ResOpsUS_368
storage_lag1,0.047311626,ResOpsUS_368
storage_lag2,0.22480606,ResOpsUS_368
doy_sin,0.18972237,ResOpsUS_368
doy_cos,1.1054167,ResOpsUS_368
storage_trend,2.4994707,ResOpsUS_368
throughput_ratio,0.036756862,ResOpsUS_368
storage_norm,0.026367374,ResOpsUS_368
storage_deficit,0.10457404,ResOpsUS_368
inflow_norm,0.009017395,ResOpsUS_368
inflow_ma7,0.076286845,ResOpsUS_368
inflow_ma30,0.5672858,ResOpsUS_368
inflow_anom7,0.024348656,ResOpsUS_368
inflow,0.1111749,ResOpsUS_549
inflow_lag1,0.104618885,ResOpsUS_549
inflow_lag2,0.056759648,ResOpsUS_549
inflow_lag3,0.027462864,ResOpsUS_549
storage_lag1,0.7834604,ResOpsUS_549
storage_lag2,0.27688658,ResOpsUS_549
